27
35
41
75
245
279
811
1058
8397
315
406
886
961
1218
2749
40
143
309
728
885
1292
2304
2445
8398
19
24
142
197
398
590
761
818
22
388
874
1445
2008
2009
4001
87
103
861
963
964
965
2852
3194
20
25
387
591
2358
2599
3424
4189
77
78
310
23
417
711
880
1057
1095
663
1727
1728
2592
2613
3239
344
347
409
413
3337
7130
