Tumor	0.3382843412	0.1800540192	515.2414344430	0.0001452118	0.9109735414	295.3282913993	0.0068066613	0.1026525546	
Tumor.1	0.2996195185	0.6462310567	109.6054305991	0.0000575874	1.1021654500	2023.7121119683	0.0016316190	0.3032557222	
Tumor.2	0.1614025358	1.5263471982	126.1119020213	0.0002085355	4.3058550859	86.6765753706	0.0021283674	0.3171498989	
Tumor.3	0.1760246615	1.3349471827	288.5471941018	0.0000217603	5.9198675246	600.9027762876	0.0013358505	0.1854550510	
Tumor.4	1.7489708962	0.1193668366	54.1744170949	0.0004944148	0.8378203776	780.7262669320	0.0014916464	0.4593603381	
Tumor.5	0.7415670385	0.2811851110	156.2923617325	0.0001720762	0.7826522289	905.5766876374	0.0014373159	0.3491114198	
Tumor.6	1.3433140172	0.2553963768	247.6279970889	0.0000368617	1.3799687696	2401.3338492200	0.0007014706	1.7104521392	
Tumor.7	0.7205032259	0.0864114624	398.9764443508	0.0001601347	0.4954931808	3427.3098449199	0.0003772005	0.3843110032	
Tumor.8	1.8266715191	0.2686767563	408.1173980186	0.0000976996	0.5760110969	685.9047996499	0.0052321595	0.2044830519	
Tumor.9	4.0193423921	0.1240448643	803.9843419096	0.0000127440	1.6023656002	1318.5370923642	0.0017959026	0.3981258659	
Tumor.10	0.6049772179	0.2963987179	99.7393770812	0.0002153012	0.4811035536	973.8663008059	0.0020875976	0.4127392416	
Tumor.11	0.5407520143	0.3665088017	340.5943570355	0.0000928508	0.5830267031	1139.7505374577	0.0036683767	0.1091097759	
Tumor.12	0.9555417523	0.1271487610	869.7430411081	0.0000653370	0.5750470316	1116.1624693042	0.0017484975	0.4202772656	
Tumor.13	0.2044336741	0.3028718605	44.6952987949	0.0005162523	1.6871097575	572.6955722974	0.0013235775	0.3974167385	
Tumor.14	0.6298384644	0.2274510425	451.7257340109	0.0001300178	0.7584743803	743.5969865711	0.0024646430	0.1343645035	
Tumor.15	0.0989768408	1.7185073230	120.8256844616	0.0000942728	3.9387048960	746.7341789193	0.0007152673	0.0874245263	
Tumor.16	0.3117345824	0.4768211836	393.3122380522	0.0000115924	3.7125659923	1390.6301642574	0.0011729523	0.5043938624	
Tumor.17	1.3093975789	0.0338782460	849.7140378430	0.0002794045	0.1082983158	2008.1605931332	0.0022769686	0.3190952979	
Tumor.18	0.3398607604	0.5776005461	10.9463235210	0.0019433922	1.0669731712	620.8742224962	0.0021297066	0.2814577369	
Tumor.19	0.2708149552	0.6163025240	30.7955532759	0.0002672370	0.7553967072	1364.5284453730	0.0018754092	0.2811572089	
Tumor.20	0.6923209605	0.1731924385	83.7940173665	0.0005891053	0.6477412561	1096.8358375610	0.0012328987	0.2629089387	
Tumor.21	0.5696690410	0.2447278682	81.8718400905	0.0004045844	0.5343479244	911.6271292415	0.0024924633	0.3124543934	
Tumor.22	0.5731693320	0.3092343474	159.1296085517	0.0002002087	0.8496978602	956.5198443810	0.0014990889	0.2997319135	
Tumor.23	0.2220357173	0.2230202907	99.4922884195	0.0006071556	0.6673992974	696.1533639937	0.0057578103	0.0544343513	
Tumor.24	0.6141173204	0.1944717194	10.3660299128	0.0035466838	0.7762973639	852.8878486961	0.0020008843	0.2654464096	
Normal	0.3561550101	0.7072519061	0.0625985393	0.5821141464	0.5133421191	214.5835894732	0.0203878929	0.1143488602	
Tumor.25	0.8812033117	0.5093164370	180.0637501262	0.0001097012	0.7773469420	632.4113631617	0.0028994440	0.2205070588	
Tumor.26	0.1204671284	0.8491160538	22297.4460858527	0.0000007860	1.0727214534	324.9936482552	0.0072347664	0.1753294940	
Tumor.27	2.4652423823	0.8108860085	32.5527630920	0.0002690873	0.0720018826	179.4028204291	0.1682176501	0.1290597935	
