Tumor	1.5870052212	1.2145571877	195.5931381124	0.0000688911	0.7313597325	239.9784236401	0.0055944950	0.2974473283	
Tumor.1	1.8743894017	0.5559972173	252.6070329473	0.0002818948	0.2529379170	160.6754882525	0.0328580609	0.1565351093	
Tumor.2	0.3077828532	17.9093615581	741.7729338879	0.0000030631	0.6532986926	683.6270353376	0.0070944462	0.0934062684	
Tumor.3	1.7975171836	0.6740408695	432.5186698300	0.0000187753	0.7470185215	448.9080337851	0.0052622536	0.2762817653	
Tumor.4	1.4463038229	1.4482287971	371.0996146356	0.0000079517	2.3026521980	377.8229862251	0.0054003923	0.1695851406	
Tumor.5	1.7672730674	2.0232411728	114.0830298443	0.0000094917	1.4581948148	64.0131504101	0.0435331767	0.1066461091	
Tumor.6	2.9718366433	0.4178538024	237.8807878800	0.0004164922	0.1526531909	440.2352267229	0.0089883734	0.3904143462	
Tumor.7	1.7171686862	1.1186848664	1788.0096242054	0.0000075796	0.5657589593	736.4188905193	0.0055837399	0.0525557769	
Tumor.8	1.0585434187	1.7041131451	97.5277928075	0.0001099344	0.1181965358	1015.5909781894	0.0045704044	0.1244392407	
Tumor.9	3.8015465890	0.8029561659	452.6751841510	0.0000186665	1.1956915231	293.9811888988	0.0070233220	0.1757041193	
Tumor.10	2.2887893149	0.4830733200	174.5083502922	0.0000051304	2.9346575338	565.0064132088	0.0034969249	0.1707539854	
Tumor.11	0.8957515487	0.9320434500	114.0363660201	0.0001763393	0.2145277248	1135.1981982205	0.0025190110	0.3745181890	
Tumor.12	1.0023150131	3.5327664581	616.5528369323	0.0000074771	1.9711080418	549.3365569323	0.0012610553	0.2286292156	
Tumor.13	0.4716752567	1.4293921168	1850.5057011866	0.0000019840	3.0800097555	1197.5865464109	0.0004387434	0.5860279675	
Tumor.14	0.4337238492	0.2444965191	4783.4967308156	0.0000202845	0.8901466554	394.0055251845	0.0033126148	0.2514097323	
Tumor.15	1.6652995089	0.1856145328	1867.4924342635	0.0000060860	1.6524367350	3101.0296663110	0.0012343351	0.1736382565	
Normal	5.7834737423	0.5811234453	274.0994965628	0.0001547887	0.1849253331	255.4147825946	0.0107017393	0.2011946893	
Tumor.16	0.5316694890	1.8825333351	1011.3257764131	0.0000107348	1.8723067672	1149.5464207442	0.0012835960	0.2185004832	
Tumor.17	0.8955229962	0.1290562871	2000.2417760291	0.0000263059	0.5039490198	1554.5698060867	0.0021215498	0.2318309644	
Tumor.18	0.8529497984	0.2209268761	162.5976235929	0.0003308463	0.1894431595	731.1971776001	0.0045995499	0.3853527133	
Tumor.19	0.2923037114	3.3651345339	112.9387893536	0.0000368967	0.8113414571	856.0612516473	0.0023999235	0.1805313968	
Tumor.20	1.4160101671	1.8604490005	203.5667773035	0.0000381441	0.3670514784	1810.5878101508	0.0022133561	0.0933295323	
Tumor.21	0.1038261494	2.3489207581	548.7444407664	0.0000353507	1.5649498295	1303.0195260704	0.0009935724	0.0466899892	
Tumor.22	0.7903782554	2.7885492023	789.3971356724	0.0000145314	0.9067170758	357.4760083765	0.0017508419	0.1427308807	
