Tumor	0.3716436236	2.1476257178	78.5127495639	0.0000355291	1.5738159905	418.5658190781	0.0156932986	0.0882884051	
Tumor.1	1.3969807047	0.6042820765	304.8746334740	0.0000026831	0.3508841418	977.1415919564	0.0122120993	0.1868199562	
Tumor.2	0.3775084523	1.2666912794	22.4359329277	0.0001855869	2.3896641247	406.7648030171	0.0029396108	0.0653976962	
Tumor.3	2.0856373340	0.8528041593	90.0384839967	0.0001120057	1.6755692273	181.3791907350	0.0072760953	0.1323854945	
Tumor.4	0.2447439380	4.2711078380	51.8885996310	0.0000109881	5.3010586313	682.2594214200	0.0054927621	0.2015880490	
Tumor.5	0.6017969277	3.0543311097	757.4704983632	0.0000027802	2.6158474479	212.7065891436	0.0046081327	0.4288746641	
Tumor.6	0.3658253887	1.4697164555	21.4014980043	0.0002060685	1.1248578300	2026.1034354515	0.0003179490	0.7963185533	
Tumor.7	0.5153933137	5.3440259809	46.3922859055	0.0001184862	0.4484577755	1245.9300560280	0.0066480168	0.1514715341	
Tumor.8	1.0204975469	4.6851241958	71.2066887784	0.0000749100	1.5958585344	486.8877534600	0.0025769645	0.1163577468	
Normal	6.7483440984	0.5310119338	270.7851112684	0.0001488031	0.2499160436	310.2356942910	0.0069061555	0.1795574533	
Tumor.9	3.1097824361	1.0644242770	591.8384160789	0.0000027735	6.4457341337	627.9806143315	0.0027718909	0.2612585695	
Tumor.10	0.1896579024	1.3076140620	111.2871676934	0.0000394664	1.7781868283	1054.4462880952	0.0010058497	0.5929128642	
Tumor.11	1.8005394579	0.5621537128	412.0315075397	0.0000033718	4.0684307291	235.6207731035	0.0046254408	0.3649616227	
Tumor.12	1.0652459112	0.8741809019	50.1194193388	0.0000602384	5.8033084153	386.4604761116	0.0016227343	0.0595911225	
Tumor.13	0.4824697553	6.2137973249	23.9448914364	0.0000478997	0.4291251216	7148.4856581260	0.0016531638	0.4014216087	
Tumor.14	1.8844316251	0.8897262946	172.6238571839	0.0000488394	2.4016374977	253.4445629863	0.0023918835	0.3404223815	
Tumor.15	1.2160522934	3.3005281121	520.0439931157	0.0000034322	4.2091222171	1358.6150256360	0.0033662939	0.0333863351	
Normal.1	4.6346679272	0.8128928672	141.6916145300	0.0002720109	0.2303539433	179.8707310968	0.0095228787	0.2303272221	
Tumor.16	0.0304538421	3.5881488538	22703.3389376242	0.0000004086	7.6449272423	523.2967630865	0.0003250839	0.5956185946	
Tumor.17	0.6684878345	4.8315707089	102.0302283181	0.0000103898	4.5872569996	811.2555831569	0.0035049315	0.1818735001	
Tumor.18	0.4722322743	3.6993390355	105.8848658318	0.0000134590	0.7452170234	923.2977459234	0.0037570243	0.0724653102	
Tumor.19	1.4578367945	1.9948217115	47.9835748954	0.0000816050	3.8101665301	182.3330822305	0.0064704847	0.0504943553	
Normal.2	7.5432523821	0.8105016964	233.7703926994	0.0001605861	0.1413878856	462.0118959640	0.0087340047	0.1355689955	
Tumor.20	0.2553671663	7.0354981556	119.0656529960	0.0000141978	4.4384787168	2032.3896626341	0.0004344095	0.7225262425	
Tumor.21	0.2900870717	7.6971301317	33.5012763002	0.0000117203	22.5773045714	598.1285747185	0.0016403698	0.1152999171	
Tumor.22	0.5960202227	0.3737620459	313.3474580093	0.0000525620	0.9424488621	364.8296360712	0.0039701023	0.1466564863	
Normal.3	2.2600875440	1.4032226750	504.2618905645	0.0000236623	0.9337777546	330.3883295471	0.0071179273	0.1283377840	
Tumor.23	0.2496999655	4.0959717512	583.3953257180	0.0000084928	2.6138905834	1039.2101325631	0.0113738044	0.0431001305	
Tumor.24	1.9977201860	0.7789552451	297.4196259378	0.0000413896	0.9760859448	235.6855582389	0.0108102230	0.0695209221	
Tumor.25	0.8002170201	3.2062815564	31.3981436418	0.0000084401	18.4682512569	639.3190806601	0.0031461005	0.2197682034	
Tumor.26	0.5924659555	1.8457044154	91.4573624800	0.0000611779	1.9789289709	511.6941743702	0.0010924826	0.5703607252	
Tumor.27	0.4837968738	2.2496944015	245.6311327895	0.0000065454	2.7955412158	510.2552698379	0.0028065884	0.0511116841	
Tumor.28	1.1125400868	1.9326058727	67.0519072564	0.0000720366	2.5230103221	863.5159831616	0.0061290406	0.1043541361	
Tumor.29	2.2433201042	0.8886277843	94.3387711527	0.0000186236	3.4805460844	247.0311261566	0.0055479093	0.1274696746	
Normal.4	3.3388189518	0.4942961658	487.1814325223	0.0000951088	0.2849131146	290.0735019953	0.0073221541	0.1905838306	
Tumor.30	0.4274445846	7.6605316786	69.0239899747	0.0000354923	2.3231815317	1431.2867992479	0.0018418226	0.0953960574	
Tumor.31	0.3673693954	12.5547016045	25.7580575206	0.0001305175	0.7882440515	460.1383166754	0.0109150337	0.0635018600	
Tumor.32	0.0685500429	21.9417122040	338.8644973320	0.0000183005	13.5246328472	185.1296301995	0.0049814755	0.0706922963	
Normal.5	1.6951314718	1.8665859202	287.2388141506	0.0000387546	0.4949605699	421.1606760522	0.0066181367	0.1501265584	
Tumor.33	1.0808357954	1.2180111609	75.6691176770	0.0000031954	7.7047180181	357.9099778798	0.0046380277	0.0518981550	
Tumor.34	5.4623060013	0.4681984744	1928.7419887171	0.0000011423	0.8105472410	131.5910254522	0.0280175026	0.0601605562	
Tumor.35	0.1864717749	3.7517906426	19.4063505115	0.0001741219	4.4208752114	518.0844659767	0.0017008387	0.6495726694	
